Attrition,Employee Number,emp no,Gender,Job Role,Over Time,Job Satisfaction,Years At Company,Education,Environment Satisfaction,Hourly Rate,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,1980,STAFF-1980,Female,Manufacturing Director,Yes,1,5,Bachelor's Degree,3,77,2,1,4440,25198,6,19,3,4,80,0,9,3,5,2,1,4
No,1641,STAFF-1641,Female,Manufacturing Director,Yes,4,4,Bachelor's Degree,3,84,3,4,7945,19948,6,15,3,4,80,0,18,2,4,2,3,3
No,1815,STAFF-1815,Female,Sales Executive,Yes,3,22,High School,3,81,3,3,10447,26458,0,13,3,4,80,1,23,4,22,14,13,5
No,1912,STAFF-1912,Female,Sales Executive,Yes,4,5,Associates Degree,3,86,2,4,6583,20115,2,11,3,4,80,1,8,3,5,2,1,4
No,1962,STAFF-1962,Female,Sales Executive,Yes,4,10,Master's Degree,3,55,2,4,5204,13586,1,11,3,4,80,0,10,3,10,8,0,9
No,1915,STAFF-1915,Female,Sales Executive,Yes,4,4,High School,4,75,2,4,8103,16495,3,12,3,3,80,0,9,2,4,2,0,1
No,1880,STAFF-1880,Female,Sales Executive,Yes,3,10,Master's Degree,2,63,2,3,5673,6060,1,13,3,1,80,1,10,3,10,9,1,7
No,1503,STAFF-1503,Female,Sales Executive,Yes,3,5,Bachelor's Degree,3,78,2,3,4591,24200,3,17,3,3,80,1,11,2,5,4,1,2
No,1938,STAFF-1938,Female,Manager,Yes,4,1,Bachelor's Degree,4,72,4,4,17875,11761,4,13,3,3,80,1,29,2,1,0,0,0
No,1445,STAFF-1445,Female,Sales Executive,Yes,3,5,High School,4,42,2,3,4162,15211,1,12,3,3,80,2,5,3,5,4,0,3
No,1425,STAFF-1425,Female,Sales Executive,Yes,2,5,Master's Degree,1,99,2,2,9278,20763,3,16,3,4,80,0,15,3,5,4,0,1
No,1552,STAFF-1552,Male,Healthcare Representative,Yes,4,2,Associates Degree,4,72,2,4,4069,8841,3,18,3,3,80,0,8,3,2,2,2,2
No,1948,STAFF-1948,Male,Research Scientist,Yes,1,4,Associates Degree,3,48,1,1,3065,3995,1,13,3,4,80,1,4,4,4,2,2,3
No,1737,STAFF-1737,Male,Laboratory Technician,Yes,4,9,Bachelor's Degree,4,77,2,4,6472,8989,1,15,3,4,80,1,9,3,9,8,5,8
No,1774,STAFF-1774,Male,Sales Executive,Yes,3,15,Bachelor's Degree,4,87,2,3,4001,12313,1,14,3,3,80,1,15,3,15,14,0,7
No,1642,STAFF-1642,Male,Human Resources,Yes,4,10,Doctoral Degree,1,37,2,4,5743,10503,4,11,3,3,80,0,14,3,10,7,0,2
No,1972,STAFF-1972,Male,Human Resources,Yes,2,6,Master's Degree,4,88,1,2,2991,5224,0,11,3,2,80,1,7,3,6,2,1,2
No,1837,STAFF-1837,Male,Research Director,Yes,3,2,Master's Degree,1,87,4,3,15787,21624,2,14,3,2,80,0,23,3,2,2,2,2
No,1932,STAFF-1932,Male,Research Scientist,Yes,4,15,Master's Degree,3,86,2,4,5747,26496,1,15,3,2,80,0,16,3,15,10,6,11
No,1594,STAFF-1594,Male,Laboratory Technician,Yes,1,3,Master's Degree,1,80,2,1,5562,19711,3,13,3,4,80,1,9,3,3,2,0,2
No,1606,STAFF-1606,Male,Healthcare Representative,Yes,3,30,Doctoral Degree,2,41,4,3,11245,20689,2,15,3,3,80,1,32,3,30,8,12,13
No,1547,STAFF-1547,Male,Healthcare Representative,Yes,4,20,Bachelor's Degree,4,40,3,4,10124,18611,2,14,3,3,80,1,24,1,20,8,13,9
No,2049,STAFF-2049,Male,Healthcare Representative,Yes,3,10,Master's Degree,3,80,2,3,5689,24594,1,14,3,4,80,2,10,4,10,2,0,2
No,1704,STAFF-1704,Male,Research Scientist,Yes,4,5,Master's Degree,1,79,1,4,4930,13970,0,14,3,3,80,0,6,4,5,4,1,4
No,1496,STAFF-1496,Male,Manufacturing Director,Yes,3,2,High School,2,86,3,3,10209,19719,5,18,3,2,80,0,16,2,2,2,2,2
No,1539,STAFF-1539,Male,Research Director,Yes,4,32,Doctoral Degree,3,88,4,4,14411,24450,1,13,3,4,80,0,32,3,32,6,13,9
No,1753,STAFF-1753,Male,Healthcare Representative,Yes,3,3,Bachelor's Degree,4,70,2,3,6294,23060,8,12,3,4,80,0,10,4,3,2,0,2
No,1927,STAFF-1927,Male,Sales Executive,Yes,4,7,Associates Degree,3,42,2,4,6834,19255,1,12,3,3,80,1,7,3,7,7,0,7
No,1973,STAFF-1973,Male,Manager,Yes,2,10,Master's Degree,3,71,5,2,19636,25811,4,18,3,1,80,1,35,3,10,9,1,4
No,1460,STAFF-1460,Male,Healthcare Representative,Yes,1,7,Bachelor's Degree,2,95,3,1,10851,19863,2,18,3,2,80,1,24,3,7,7,0,7
No,1789,STAFF-1789,Male,Research Director,Yes,4,2,Master's Degree,3,46,5,4,19328,14218,7,17,3,3,80,1,24,3,2,1,2,2
No,1998,STAFF-1998,Male,Research Scientist,Yes,1,4,Master's Degree,4,35,2,1,5410,11189,6,17,3,3,80,1,9,2,4,3,1,2
No,1992,STAFF-1992,Male,Laboratory Technician,Yes,3,2,High School,4,57,1,3,3977,7298,6,19,3,3,80,1,7,2,2,2,0,2
No,1448,STAFF-1448,Male,Research Scientist,Yes,3,4,Doctoral Degree,2,90,1,3,2127,5561,2,12,3,1,80,0,7,2,4,2,0,3
No,1501,STAFF-1501,Male,Healthcare Representative,Yes,3,3,Master's Degree,4,30,2,3,4035,16143,0,16,3,2,80,0,4,3,3,2,1,2
No,1766,STAFF-1766,Male,Healthcare Representative,Yes,4,1,Bachelor's Degree,2,60,2,4,5811,24539,3,16,3,3,80,1,15,3,1,0,1,0
No,1549,STAFF-1549,Male,Laboratory Technician,Yes,3,15,Master's Degree,2,79,2,3,5207,22949,1,12,3,2,80,1,15,3,15,14,5,7
No,2053,STAFF-2053,Male,Laboratory Technician,Yes,2,4,Associates Degree,4,46,2,2,4025,23679,4,13,3,1,80,1,10,3,4,3,0,3
No,1790,STAFF-1790,Male,Healthcare Representative,Yes,1,12,Bachelor's Degree,4,90,3,1,8321,25949,7,13,3,4,80,1,15,3,12,8,5,7
No,2003,STAFF-2003,Male,Laboratory Technician,Yes,3,2,Master's Degree,4,43,1,3,2660,20232,7,11,3,3,80,1,5,3,2,2,2,2
No,1465,STAFF-1465,Male,Manufacturing Director,Yes,4,3,Bachelor's Degree,2,55,3,4,9380,14720,4,18,3,4,80,2,10,4,3,1,1,2
No,1755,STAFF-1755,Male,Research Scientist,Yes,4,5,Master's Degree,4,97,1,4,2932,5586,0,14,3,1,80,3,6,3,5,0,1,2
No,1586,STAFF-1586,Male,Laboratory Technician,Yes,1,10,High School,2,87,1,1,4723,16213,1,18,3,4,80,0,10,3,10,9,1,5
No,2020,STAFF-2020,Male,Research Scientist,Yes,4,4,Bachelor's Degree,2,42,1,4,2436,13422,6,12,3,3,80,0,6,3,4,3,1,2
No,1515,STAFF-1515,Male,Healthcare Representative,Yes,3,0,Doctoral Degree,4,69,2,3,6388,22049,2,17,3,1,80,0,14,3,0,0,0,0
No,1669,STAFF-1669,Male,Sales Executive,Yes,2,10,Bachelor's Degree,1,43,2,2,4187,3356,1,13,3,2,80,1,10,2,10,0,0,9
No,1732,STAFF-1732,Male,Sales Executive,Yes,4,10,Bachelor's Degree,3,74,3,4,10368,5596,4,12,3,2,80,1,13,2,10,6,0,3
No,1943,STAFF-1943,Male,Sales Executive,Yes,4,0,Master's Degree,2,77,2,4,5087,2900,3,12,3,3,80,2,14,3,0,0,0,0
No,1535,STAFF-1535,Male,Sales Executive,Yes,3,10,Bachelor's Degree,4,64,3,3,7083,12288,1,14,3,4,80,0,10,3,10,9,8,6
No,1591,STAFF-1591,Male,Manager,Yes,3,1,Bachelor's Degree,3,59,5,3,19331,19519,4,16,3,3,80,1,27,3,1,0,0,0
No,1706,STAFF-1706,Male,Sales Executive,Yes,4,10,Bachelor's Degree,4,73,2,4,7847,6069,1,17,3,1,80,1,10,3,10,9,8,8
No,1882,STAFF-1882,Male,Sales Executive,Yes,4,5,Bachelor's Degree,3,64,3,4,9713,24444,2,13,3,4,80,3,9,3,5,3,1,0
No,2021,STAFF-2021,Male,Sales Representative,Yes,1,2,High School,3,58,1,1,2380,25479,1,11,3,4,80,0,2,3,2,2,1,2
No,1678,STAFF-1678,Male,Sales Executive,Yes,3,2,Associates Degree,4,80,3,3,7082,11591,3,16,3,4,80,0,21,3,2,0,0,2
No,1979,STAFF-1979,Female,Research Director,No,3,11,Bachelor's Degree,3,40,3,3,11031,26862,4,20,4,3,80,1,13,4,11,7,4,8
No,1845,STAFF-1845,Female,Sales Executive,No,3,8,Master's Degree,3,67,2,3,5154,19665,4,22,4,2,80,2,10,4,8,7,5,7
No,1520,STAFF-1520,Female,Manager,No,4,14,Master's Degree,2,87,4,4,16032,24456,3,20,4,1,80,1,26,3,14,9,1,12
No,1675,STAFF-1675,Female,Laboratory Technician,No,2,4,Bachelor's Degree,4,42,1,2,2440,23826,1,22,4,2,80,0,4,3,4,3,3,3
No,1736,STAFF-1736,Female,Manufacturing Director,No,4,5,High School,4,30,2,4,5238,6670,2,20,4,4,80,0,9,2,5,4,1,4
No,1744,STAFF-1744,Female,Human Resources,No,3,5,Bachelor's Degree,3,56,3,3,9756,6595,4,21,4,3,80,2,9,4,5,0,0,3
No,1622,STAFF-1622,Female,Manufacturing Director,No,1,5,Bachelor's Degree,2,39,2,1,4877,20460,0,21,4,2,80,1,6,2,5,3,0,0
No,1581,STAFF-1581,Female,Research Scientist,No,4,1,Bachelor's Degree,1,89,1,4,2061,11133,1,21,4,1,80,0,1,3,1,0,0,0
No,2034,STAFF-2034,Female,Manufacturing Director,No,2,20,Master's Degree,1,60,4,2,13570,5640,0,23,4,3,80,1,21,3,20,7,0,10
No,1441,STAFF-1441,Female,Research Scientist,No,1,3,Associates Degree,1,90,1,1,2066,10494,2,22,4,4,80,1,5,4,3,2,1,0
No,1665,STAFF-1665,Female,Manager,No,3,10,Doctoral Degree,2,91,4,3,17426,18685,3,25,4,3,80,1,36,3,10,8,4,7
No,1509,STAFF-1509,Female,Laboratory Technician,No,1,3,Associates Degree,3,43,2,1,4789,23070,4,25,4,1,80,1,10,3,3,2,1,2
No,1834,STAFF-1834,Female,Research Scientist,No,1,3,Bachelor's Degree,3,67,1,1,3591,12719,1,25,4,3,80,1,3,3,3,2,1,2
No,1864,STAFF-1864,Female,Sales Representative,No,3,9,High School,2,36,2,3,3540,7018,1,21,4,4,80,1,9,3,9,8,5,8
No,1909,STAFF-1909,Female,Sales Executive,No,2,5,Bachelor's Degree,3,54,2,2,4393,26841,5,21,4,3,80,1,14,3,5,4,1,4
No,1554,STAFF-1554,Female,Sales Representative,No,3,5,Master's Degree,2,98,1,3,2430,26204,0,23,4,1,80,2,6,3,5,3,4,2
No,2035,STAFF-2035,Female,Sales Executive,No,3,8,Bachelor's Degree,4,95,2,3,6712,8978,1,21,4,4,80,2,8,3,8,7,1,7
No,2026,STAFF-2026,Male,Healthcare Representative,No,3,13,Master's Degree,3,57,2,3,6306,26236,1,21,4,1,80,1,13,2,13,12,1,9
No,1949,STAFF-1949,Male,Laboratory Technician,No,2,5,Master's Degree,1,66,1,2,2810,9238,1,22,4,2,80,0,5,3,5,4,0,2
No,1712,STAFF-1712,Male,Healthcare Representative,No,3,23,High School,3,74,3,3,10748,3395,3,23,4,4,80,1,25,2,23,15,14,4
No,1854,STAFF-1854,Male,Research Scientist,No,3,6,Master's Degree,3,38,1,3,2936,6161,3,22,4,2,80,2,10,2,6,3,3,3
No,1693,STAFF-1693,Male,Laboratory Technician,No,4,7,Bachelor's Degree,4,76,1,4,2570,11925,1,20,4,3,80,0,7,3,7,7,5,7
No,1824,STAFF-1824,Male,Manager,No,2,16,Bachelor's Degree,2,52,4,2,16291,22577,4,22,4,4,80,1,37,2,16,9,14,14
No,2036,STAFF-2036,Male,Sales Executive,No,4,15,Master's Degree,4,88,2,4,5406,10436,1,24,4,1,80,1,15,2,15,12,11,11
No,1890,STAFF-1890,Male,Human Resources,No,4,10,High School,2,94,2,4,3886,4223,1,21,4,4,80,0,10,2,10,1,0,8
No,1970,STAFF-1970,Male,Healthcare Representative,No,3,9,Associates Degree,4,36,2,3,5968,18079,1,20,4,3,80,3,9,3,9,7,2,8
No,1956,STAFF-1956,Male,Research Scientist,No,1,10,Bachelor's Degree,4,48,2,1,5003,5771,1,21,4,2,80,0,10,3,10,8,8,7
No,1644,STAFF-1644,Male,Manager,No,4,2,Doctoral Degree,3,89,4,4,15202,5602,2,25,4,2,80,1,23,3,2,2,2,2
No,1849,STAFF-1849,Male,Sales Executive,No,4,7,Master's Degree,1,92,2,4,5675,19246,1,20,4,3,80,1,7,3,7,7,7,7
No,1499,STAFF-1499,Male,Human Resources,No,3,5,Bachelor's Degree,3,46,1,3,2064,15428,0,21,4,1,80,1,6,4,5,3,1,3
No,1697,STAFF-1697,Male,Healthcare Representative,No,4,1,Master's Degree,3,92,3,4,10883,20467,3,20,4,3,80,1,19,4,1,0,0,0
No,1664,STAFF-1664,Male,Healthcare Representative,No,1,5,Associates Degree,4,79,2,1,6842,26308,6,20,4,1,80,1,13,3,5,4,0,4
No,1772,STAFF-1772,Male,Laboratory Technician,No,1,5,Master's Degree,3,94,1,1,2289,20520,1,20,4,2,80,2,5,3,5,3,0,4
No,1768,STAFF-1768,Male,Laboratory Technician,No,2,5,Bachelor's Degree,2,57,1,2,2766,8952,8,22,4,2,80,3,7,2,5,3,0,4
No,1654,STAFF-1654,Male,Manufacturing Director,No,2,5,Bachelor's Degree,4,66,2,2,5295,7693,4,21,4,3,80,0,7,3,5,4,1,0
No,1936,STAFF-1936,Male,Manufacturing Director,No,1,10,Associates Degree,1,87,2,1,5151,12315,1,25,4,4,80,1,10,3,10,0,7,9
No,1873,STAFF-1873,Male,Research Scientist,No,4,5,Master's Degree,2,98,1,4,2662,7975,8,20,4,2,80,1,19,4,5,2,0,4
No,1483,STAFF-1483,Male,Research Scientist,No,3,12,Associates Degree,2,93,2,3,4900,2721,0,24,4,1,80,1,13,2,12,9,2,8
No,1666,STAFF-1666,Male,Research Director,No,3,14,Associates Degree,3,65,4,3,17603,3525,1,24,4,1,80,1,14,3,14,10,6,11
No,1999,STAFF-1999,Male,Research Scientist,No,4,5,Bachelor's Degree,4,76,1,4,2782,21412,3,22,4,1,80,1,12,3,5,3,1,0
No,1546,STAFF-1546,Male,Research Scientist,No,4,5,Bachelor's Degree,4,97,1,4,2132,4585,4,20,4,4,80,1,8,3,5,4,0,3
No,1993,STAFF-1993,Male,Healthcare Representative,No,3,17,Bachelor's Degree,1,84,3,3,8633,13084,2,23,4,2,80,0,25,3,17,14,12,11
No,1800,STAFF-1800,Male,Research Director,No,3,4,High School,3,65,3,3,13464,7914,7,21,4,3,80,0,9,3,4,3,2,2
No,1516,STAFF-1516,Male,Manager,No,4,5,Bachelor's Degree,3,64,3,4,11244,21072,2,25,4,2,80,0,10,4,5,2,0,0
No,1966,STAFF-1966,Male,Manufacturing Director,No,4,1,Master's Degree,4,56,2,4,9679,10138,8,24,4,2,80,0,8,3,1,0,0,0
No,1595,STAFF-1595,Male,Manager,No,4,1,Associates Degree,4,93,5,4,19613,26362,8,22,4,4,80,0,24,3,1,0,0,1
No,1578,STAFF-1578,Male,Manager,No,4,36,Doctoral Degree,3,60,5,4,19586,23037,1,21,4,3,80,1,36,3,36,6,2,13
No,1823,STAFF-1823,Male,Sales Executive,No,3,10,Associates Degree,2,92,2,3,6799,22128,1,21,4,3,80,2,10,3,10,8,4,8
No,1950,STAFF-1950,Male,Sales Executive,No,4,14,Bachelor's Degree,1,32,3,4,9888,6770,1,21,4,1,80,0,14,2,14,8,2,1
No,1775,STAFF-1775,Female,Manufacturing Director,Yes,3,3,Master's Degree,1,60,4,3,12965,22308,4,20,4,4,80,3,27,2,3,2,0,2
No,1681,STAFF-1681,Female,Sales Executive,Yes,4,6,Bachelor's Degree,3,36,2,4,5368,16130,1,25,4,3,80,1,7,3,6,5,1,2
No,2017,STAFF-2017,Female,Research Director,Yes,4,16,Bachelor's Degree,3,42,3,4,13744,15471,1,25,4,1,80,1,16,3,16,11,6,8
No,1423,STAFF-1423,Female,Research Director,Yes,1,9,Bachelor's Degree,4,76,5,1,19701,22456,3,21,4,3,80,1,32,3,9,8,1,5
No,1847,STAFF-1847,Female,Research Scientist,Yes,2,1,Master's Degree,4,73,2,2,6962,19573,4,22,4,4,80,1,15,3,1,0,0,0
No,2018,STAFF-2018,Female,Sales Executive,Yes,3,5,Associates Degree,1,85,2,3,4907,13684,0,22,4,2,80,1,6,2,5,3,0,4
No,1835,STAFF-1835,Female,Sales Representative,Yes,4,4,Master's Degree,2,77,2,4,5405,4244,2,20,4,1,80,2,20,2,4,2,0,3
No,1550,STAFF-1550,Male,Manager,Yes,4,21,Associates Degree,3,38,4,4,16437,17381,1,21,4,4,80,0,21,3,21,7,7,7
No,2064,STAFF-2064,Male,Manufacturing Director,Yes,2,6,Bachelor's Degree,2,87,2,2,6142,5174,1,20,4,2,80,1,6,3,6,2,0,3
No,1885,STAFF-1885,Male,Research Scientist,Yes,1,5,Master's Degree,4,78,2,1,4284,13588,5,22,4,3,80,1,16,3,5,3,0,4
No,1541,STAFF-1541,Male,Sales Representative,Yes,3,11,Associates Degree,2,55,1,3,2308,4944,0,25,4,2,80,1,12,3,11,10,5,7
No,1556,STAFF-1556,Male,Sales Representative,Yes,4,3,Master's Degree,3,70,1,4,2644,17001,3,21,4,4,80,0,7,2,3,2,1,2
Yes,1747,STAFF-1747,Female,Human Resources,No,4,4,Bachelor's Degree,3,66,1,4,2180,9732,6,11,3,3,80,1,6,2,4,2,1,2
Yes,1944,STAFF-1944,Female,Human Resources,No,2,1,Bachelor's Degree,1,58,1,2,2863,19555,1,12,3,1,80,0,1,3,1,0,0,0
Yes,1459,STAFF-1459,Female,Manufacturing Director,No,2,10,Doctoral Degree,3,100,3,2,7446,8931,1,11,3,1,80,0,10,3,10,8,4,7
Yes,1537,STAFF-1537,Female,Research Scientist,No,3,7,Bachelor's Degree,4,33,1,3,4084,4156,1,12,3,1,80,0,7,1,7,2,7,7
Yes,1487,STAFF-1487,Female,Sales Executive,No,2,5,Bachelor's Degree,1,51,2,2,5765,17485,5,11,3,1,80,0,7,1,5,3,0,0
Yes,1427,STAFF-1427,Female,Sales Representative,No,3,1,Master's Degree,2,50,1,3,1359,16154,1,12,3,2,80,0,1,3,1,0,0,0
Yes,1467,STAFF-1467,Female,Human Resources,No,3,2,Master's Degree,1,52,1,3,2742,3072,1,15,3,4,80,0,2,3,2,2,2,2
Yes,1572,STAFF-1572,Female,Manufacturing Director,No,4,33,Doctoral Degree,3,78,3,4,10169,14618,0,16,3,2,80,1,34,3,33,7,1,9
Yes,1433,STAFF-1433,Female,Research Scientist,No,2,1,Bachelor's Degree,1,34,1,2,1261,22262,1,12,3,3,80,0,1,4,1,0,0,0
Yes,1752,STAFF-1752,Female,Sales Representative,No,2,2,Bachelor's Degree,2,52,1,2,2760,14630,1,13,3,3,80,0,2,3,2,2,2,2
Yes,1807,STAFF-1807,Male,Laboratory Technician,No,1,7,Master's Degree,4,93,2,1,5346,6208,4,17,3,3,80,1,11,2,7,1,0,7
Yes,1504,STAFF-1504,Male,Laboratory Technician,No,1,0,Associates Degree,3,38,1,1,2561,5355,7,11,3,3,80,0,8,2,0,0,0,0
Yes,2044,STAFF-2044,Male,Sales Executive,No,3,6,Master's Degree,2,94,2,3,6728,14255,7,12,3,4,80,2,12,3,6,3,0,1
Yes,1716,STAFF-1716,Male,Sales Executive,No,3,23,Bachelor's Degree,3,82,4,3,12936,24164,7,11,3,3,80,0,25,1,23,5,14,10
Yes,1486,STAFF-1486,Male,Sales Representative,No,3,3,Bachelor's Degree,1,92,1,3,2909,15747,3,15,3,4,80,1,5,4,3,2,1,2
Yes,2023,STAFF-2023,Male,Sales Representative,No,1,1,Bachelor's Degree,4,33,1,1,1790,26956,1,19,3,1,80,1,1,2,1,0,1,0
Yes,1928,STAFF-1928,Male,Sales Representative,No,1,1,Bachelor's Degree,3,45,1,1,1091,10642,1,17,3,4,80,0,1,3,1,0,0,0
Yes,1842,STAFF-1842,Male,Human Resources,No,1,1,Doctoral Degree,4,89,1,1,2956,21495,0,17,3,3,80,0,2,3,1,0,0,0
Yes,1714,STAFF-1714,Male,Human Resources,No,3,1,High School,4,58,1,3,1555,11585,1,11,3,3,80,1,1,3,1,0,0,0
Yes,1960,STAFF-1960,Male,Laboratory Technician,No,4,4,Bachelor's Degree,3,32,1,4,2367,18779,5,12,3,1,80,1,6,2,4,1,0,3
Yes,2032,STAFF-2032,Male,Laboratory Technician,No,3,10,Associates Degree,4,72,1,3,2339,3666,8,11,3,4,80,1,14,1,10,9,9,8
Yes,1573,STAFF-1573,Male,Manufacturing Director,No,2,5,Bachelor's Degree,3,81,2,2,4855,7653,4,11,3,1,80,2,7,3,5,2,1,4
Yes,1522,STAFF-1522,Male,Research Scientist,No,1,9,Master's Degree,1,100,1,1,2362,7568,6,13,3,3,80,0,11,1,9,7,0,7
Yes,1907,STAFF-1907,Male,Laboratory Technician,No,4,4,Associates Degree,1,97,1,4,2587,10261,1,16,3,4,80,0,5,3,4,2,1,0
Yes,1534,STAFF-1534,Male,Laboratory Technician,No,1,5,Master's Degree,4,86,1,1,2018,21831,3,14,3,2,80,0,15,1,5,4,1,0
Yes,1809,STAFF-1809,Male,Manufacturing Director,No,1,10,Master's Degree,4,58,2,1,4213,4992,1,15,3,2,80,0,10,1,10,3,0,8
Yes,1692,STAFF-1692,Male,Laboratory Technician,No,2,1,Master's Degree,4,95,1,2,1393,24852,1,12,3,1,80,0,1,3,1,0,0,0
Yes,1457,STAFF-1457,Male,Sales Executive,No,4,7,Bachelor's Degree,1,52,3,4,10096,15986,4,11,3,1,80,1,28,4,7,7,4,3
Yes,1439,STAFF-1439,Male,Sales Representative,No,1,3,Associates Degree,1,68,1,1,4400,15182,3,12,3,1,80,0,6,3,3,2,2,2
Yes,1639,STAFF-1639,Male,Sales Executive,No,1,13,Bachelor's Degree,4,55,3,1,10306,21530,9,17,3,3,80,0,15,3,13,12,6,0
Yes,1562,STAFF-1562,Male,Sales Executive,No,1,10,Bachelor's Degree,2,64,2,1,9714,5323,1,11,3,4,80,1,10,3,10,8,6,7
Yes,1761,STAFF-1761,Male,Sales Executive,No,3,1,Master's Degree,1,70,3,3,8161,19002,2,13,3,1,80,3,10,3,1,0,0,0
Yes,1734,STAFF-1734,Male,Sales Executive,No,2,0,Associates Degree,1,34,2,2,6735,12147,6,15,3,2,80,0,10,3,0,0,0,0
Yes,1780,STAFF-1780,Male,Sales Representative,No,2,1,High School,2,31,1,2,2679,4567,1,13,3,2,80,0,1,3,1,0,1,0
Yes,1876,STAFF-1876,Male,Sales Representative,No,4,1,Bachelor's Degree,2,89,1,4,1081,16019,1,13,3,3,80,0,1,2,1,0,0,0
Yes,1939,STAFF-1939,Female,Research Scientist,Yes,3,4,Associates Degree,1,47,1,3,2432,15318,3,14,3,1,80,0,8,3,4,1,0,3
Yes,1421,STAFF-1421,Female,Healthcare Representative,Yes,4,8,High School,3,84,3,4,7553,22930,0,12,3,1,80,0,9,3,8,7,7,7
Yes,1691,STAFF-1691,Female,Sales Representative,Yes,3,9,Associates Degree,4,95,1,3,2655,11740,2,11,3,3,80,2,19,3,9,7,7,7
Yes,1624,STAFF-1624,Female,Sales Representative,Yes,4,0,Associates Degree,2,70,1,4,1569,18420,1,12,3,3,80,0,0,4,0,0,0,0
Yes,1818,STAFF-1818,Female,Human Resources,Yes,2,5,Associates Degree,4,69,1,2,2148,6889,0,11,3,3,80,0,6,3,5,1,1,4
Yes,1569,STAFF-1569,Female,Laboratory Technician,Yes,1,1,Bachelor's Degree,1,69,1,1,2074,26619,1,12,3,4,80,1,1,3,1,0,0,0
Yes,1783,STAFF-1783,Female,Laboratory Technician,Yes,1,1,High School,3,79,1,1,2398,15999,1,17,3,3,80,0,1,3,1,0,0,0
Yes,1933,STAFF-1933,Female,Sales Executive,Yes,3,2,Associates Degree,4,84,2,3,9854,23352,3,11,3,4,80,0,6,3,2,0,2,2
Yes,1792,STAFF-1792,Male,Research Scientist,Yes,2,5,Associates Degree,3,99,1,2,2342,11092,1,12,3,3,80,3,6,2,5,3,2,3
Yes,1464,STAFF-1464,Male,Laboratory Technician,Yes,4,2,Bachelor's Degree,2,94,1,4,3722,21081,6,13,3,3,80,1,7,1,2,2,2,2
Yes,1767,STAFF-1767,Male,Research Scientist,Yes,3,1,Bachelor's Degree,3,38,1,3,2437,15587,9,16,3,4,80,1,6,3,1,0,0,0
Yes,1494,STAFF-1494,Male,Laboratory Technician,Yes,1,0,Bachelor's Degree,2,89,1,1,3172,16998,2,11,3,3,80,0,4,2,0,0,0,0
Yes,1967,STAFF-1967,Male,Sales Executive,Yes,4,10,Master's Degree,1,63,2,4,5617,21075,1,11,3,3,80,0,10,3,10,7,0,8
Yes,1844,STAFF-1844,Male,Human Resources,Yes,1,2,Bachelor's Degree,1,56,1,1,2335,3157,4,15,3,4,80,3,4,3,2,2,2,0
Yes,2027,STAFF-2027,Male,Research Scientist,Yes,4,2,Master's Degree,1,36,1,4,4787,26124,9,14,3,2,80,3,4,4,2,2,2,2
Yes,1604,STAFF-1604,Male,Laboratory Technician,Yes,2,1,Bachelor's Degree,3,51,1,2,2408,7324,1,17,3,3,80,3,1,3,1,1,0,0
Yes,1649,STAFF-1649,Male,Laboratory Technician,Yes,1,4,Bachelor's Degree,1,73,1,1,2166,3339,3,14,3,2,80,0,10,1,4,2,0,3
Yes,1684,STAFF-1684,Male,Laboratory Technician,Yes,3,5,High School,4,93,1,3,3989,20586,1,11,3,1,80,0,5,3,5,4,1,2
Yes,2055,STAFF-2055,Male,Sales Executive,Yes,1,3,Bachelor's Degree,4,39,3,1,10854,16586,4,13,3,2,80,1,20,3,3,2,2,0
Yes,1645,STAFF-1645,Male,Sales Executive,Yes,4,2,Associates Degree,1,59,2,4,5440,22098,6,14,3,4,80,2,7,2,2,2,2,2
Yes,1733,STAFF-1733,Male,Sales Executive,Yes,1,2,Doctoral Degree,2,96,2,1,6134,8658,5,13,3,2,80,3,16,3,2,2,2,2
Yes,1968,STAFF-1968,Male,Sales Executive,Yes,1,2,Master's Degree,1,66,3,1,10448,5843,6,13,3,2,80,0,15,2,2,2,2,2
Yes,1862,STAFF-1862,Male,Sales Executive,Yes,2,2,Master's Degree,3,82,2,2,9907,26186,7,12,3,3,80,0,7,2,2,2,2,2
Yes,1797,STAFF-1797,Male,Sales Executive,Yes,4,10,Bachelor's Degree,3,84,2,4,5813,13492,1,18,3,4,80,0,10,3,10,7,7,7
Yes,1821,STAFF-1821,Female,Healthcare Representative,No,2,9,Associates Degree,4,66,2,2,8926,10842,4,22,4,4,80,1,13,4,9,7,3,7
Yes,1869,STAFF-1869,Female,Sales Executive,No,2,8,Bachelor's Degree,3,64,3,2,7314,14011,5,21,4,3,80,3,14,3,8,7,0,7
Yes,1420,STAFF-1420,Male,Laboratory Technician,No,1,4,Associates Degree,1,97,2,1,4284,22710,3,20,4,1,80,0,20,3,4,3,1,3
Yes,1458,STAFF-1458,Female,Laboratory Technician,Yes,1,1,Bachelor's Degree,1,54,1,1,3646,17181,2,23,4,2,80,0,11,4,1,0,0,0
Yes,1489,STAFF-1489,Female,Sales Executive,Yes,2,15,Master's Degree,1,40,2,2,4599,7815,0,23,4,3,80,0,16,4,15,9,10,10
